統計項目,行業代碼,行業別,資料期(民國年),統計值(指數),計量單位
營業額指數,455,布疋及服飾品批發業,08808,204.42,110年=100
營業額指數,455,布疋及服飾品批發業,08809,200.41,110年=100
營業額指數,455,布疋及服飾品批發業,08810,194.50,110年=100
營業額指數,455,布疋及服飾品批發業,08811,196.58,110年=100
營業額指數,455,布疋及服飾品批發業,08812,211.71,110年=100
營業額指數,455,布疋及服飾品批發業,08901,217.07,110年=100
營業額指數,455,布疋及服飾品批發業,08902,205.51,110年=100
營業額指數,455,布疋及服飾品批發業,08903,216.59,110年=100
營業額指數,455,布疋及服飾品批發業,08904,217.94,110年=100
營業額指數,455,布疋及服飾品批發業,08905,226.89,110年=100
營業額指數,455,布疋及服飾品批發業,08906,224.39,110年=100
營業額指數,455,布疋及服飾品批發業,08907,226.68,110年=100
營業額指數,455,布疋及服飾品批發業,08908,223.40,110年=100
營業額指數,455,布疋及服飾品批發業,08909,221.71,110年=100
營業額指數,455,布疋及服飾品批發業,08910,217.15,110年=100
營業額指數,455,布疋及服飾品批發業,08911,216.76,110年=100
營業額指數,455,布疋及服飾品批發業,08912,213.78,110年=100
營業額指數,455,布疋及服飾品批發業,09001,196.44,110年=100
營業額指數,455,布疋及服飾品批發業,09002,193.17,110年=100
營業額指數,455,布疋及服飾品批發業,09003,206.13,110年=100
營業額指數,455,布疋及服飾品批發業,09004,198.47,110年=100
營業額指數,455,布疋及服飾品批發業,09005,190.94,110年=100
營業額指數,455,布疋及服飾品批發業,09006,187.62,110年=100
營業額指數,455,布疋及服飾品批發業,09007,187.27,110年=100
營業額指數,455,布疋及服飾品批發業,09008,194.63,110年=100
營業額指數,455,布疋及服飾品批發業,09009,179.40,110年=100
營業額指數,455,布疋及服飾品批發業,09010,193.01,110年=100
營業額指數,455,布疋及服飾品批發業,09011,200.29,110年=100
營業額指數,455,布疋及服飾品批發業,09012,207.40,110年=100
營業額指數,455,布疋及服飾品批發業,09101,195.30,110年=100
營業額指數,455,布疋及服飾品批發業,09102,177.55,110年=100
營業額指數,455,布疋及服飾品批發業,09103,209.32,110年=100
營業額指數,455,布疋及服飾品批發業,09104,207.51,110年=100
營業額指數,455,布疋及服飾品批發業,09105,201.25,110年=100
營業額指數,455,布疋及服飾品批發業,09106,204.73,110年=100
營業額指數,455,布疋及服飾品批發業,09107,207.34,110年=100
營業額指數,455,布疋及服飾品批發業,09108,204.47,110年=100
營業額指數,455,布疋及服飾品批發業,09109,208.99,110年=100
營業額指數,455,布疋及服飾品批發業,09110,216.44,110年=100
營業額指數,455,布疋及服飾品批發業,09111,214.44,110年=100
營業額指數,455,布疋及服飾品批發業,09112,214.54,110年=100
營業額指數,455,布疋及服飾品批發業,09201,203.26,110年=100
營業額指數,455,布疋及服飾品批發業,09202,180.80,110年=100
營業額指數,455,布疋及服飾品批發業,09203,203.65,110年=100
營業額指數,455,布疋及服飾品批發業,09204,199.39,110年=100
營業額指數,455,布疋及服飾品批發業,09205,189.97,110年=100
營業額指數,455,布疋及服飾品批發業,09206,191.41,110年=100
營業額指數,455,布疋及服飾品批發業,09207,199.68,110年=100
營業額指數,455,布疋及服飾品批發業,09208,204.64,110年=100
營業額指數,455,布疋及服飾品批發業,09209,198.96,110年=100
營業額指數,455,布疋及服飾品批發業,09210,210.69,110年=100
營業額指數,455,布疋及服飾品批發業,09211,203.25,110年=100
營業額指數,455,布疋及服飾品批發業,09212,215.19,110年=100
營業額指數,455,布疋及服飾品批發業,09301,197.56,110年=100
營業額指數,455,布疋及服飾品批發業,09302,198.34,110年=100
營業額指數,455,布疋及服飾品批發業,09303,215.12,110年=100
營業額指數,455,布疋及服飾品批發業,09304,221.31,110年=100
營業額指數,455,布疋及服飾品批發業,09305,215.87,110年=100
營業額指數,455,布疋及服飾品批發業,09306,209.59,110年=100
營業額指數,455,布疋及服飾品批發業,09307,205.96,110年=100
營業額指數,455,布疋及服飾品批發業,09308,198.08,110年=100
營業額指數,455,布疋及服飾品批發業,09309,195.77,110年=100
營業額指數,455,布疋及服飾品批發業,09310,205.89,110年=100
營業額指數,455,布疋及服飾品批發業,09311,202.31,110年=100
營業額指數,455,布疋及服飾品批發業,09312,205.60,110年=100
營業額指數,455,布疋及服飾品批發業,09401,193.59,110年=100
營業額指數,455,布疋及服飾品批發業,09402,187.02,110年=100
營業額指數,455,布疋及服飾品批發業,09403,238.50,110年=100
營業額指數,455,布疋及服飾品批發業,09404,224.56,110年=100
營業額指數,455,布疋及服飾品批發業,09405,220.34,110年=100
營業額指數,455,布疋及服飾品批發業,09406,224.21,110年=100
營業額指數,455,布疋及服飾品批發業,09407,206.53,110年=100
營業額指數,455,布疋及服飾品批發業,09408,212.82,110年=100
營業額指數,455,布疋及服飾品批發業,09409,202.66,110年=100
營業額指數,455,布疋及服飾品批發業,09410,194.01,110年=100
營業額指數,455,布疋及服飾品批發業,09411,200.87,110年=100
營業額指數,455,布疋及服飾品批發業,09412,213.33,110年=100
營業額指數,455,布疋及服飾品批發業,09501,193.01,110年=100
營業額指數,455,布疋及服飾品批發業,09502,193.90,110年=100
營業額指數,455,布疋及服飾品批發業,09503,220.37,110年=100
營業額指數,455,布疋及服飾品批發業,09504,212.69,110年=100
營業額指數,455,布疋及服飾品批發業,09505,213.10,110年=100
營業額指數,455,布疋及服飾品批發業,09506,214.88,110年=100
營業額指數,455,布疋及服飾品批發業,09507,212.60,110年=100
營業額指數,455,布疋及服飾品批發業,09508,204.45,110年=100
營業額指數,455,布疋及服飾品批發業,09509,202.97,110年=100
營業額指數,455,布疋及服飾品批發業,09510,203.05,110年=100
