Item,TIME_PERIOD,FREQ,TYPE,Item_VALUE
18.其他食品(指數基期：民國110年=100),1995M03,M,原始值,60.44
18.其他食品(指數基期：民國110年=100),1995M03,M,年增率(%),-0.76
18.其他食品(指數基期：民國110年=100),1995M04,M,原始值,60.96
18.其他食品(指數基期：民國110年=100),1995M04,M,年增率(%),0.98
18.其他食品(指數基期：民國110年=100),1995M05,M,原始值,61.04
18.其他食品(指數基期：民國110年=100),1995M05,M,年增率(%),0.96
18.其他食品(指數基期：民國110年=100),1995M06,M,原始值,61.34
18.其他食品(指數基期：民國110年=100),1995M06,M,年增率(%),2
18.其他食品(指數基期：民國110年=100),1995M07,M,原始值,61.38
18.其他食品(指數基期：民國110年=100),1995M07,M,年增率(%),1.34
18.其他食品(指數基期：民國110年=100),1995M08,M,原始值,61.17
18.其他食品(指數基期：民國110年=100),1995M08,M,年增率(%),1.41
18.其他食品(指數基期：民國110年=100),1995M09,M,原始值,60.4
18.其他食品(指數基期：民國110年=100),1995M09,M,年增率(%),0.03
18.其他食品(指數基期：民國110年=100),1995M10,M,原始值,60.84
18.其他食品(指數基期：民國110年=100),1995M10,M,年增率(%),0.76
18.其他食品(指數基期：民國110年=100),1995M11,M,原始值,62.66
18.其他食品(指數基期：民國110年=100),1995M11,M,年增率(%),2.82
18.其他食品(指數基期：民國110年=100),1995M12,M,原始值,62.69
18.其他食品(指數基期：民國110年=100),1995M12,M,年增率(%),2.99
18.其他食品(指數基期：民國110年=100),1996M01,M,原始值,62.86
18.其他食品(指數基期：民國110年=100),1996M01,M,年增率(%),3.7
18.其他食品(指數基期：民國110年=100),1996M02,M,原始值,62.35
18.其他食品(指數基期：民國110年=100),1996M02,M,年增率(%),3.28
18.其他食品(指數基期：民國110年=100),1996M03,M,原始值,61.91
18.其他食品(指數基期：民國110年=100),1996M03,M,年增率(%),2.43
18.其他食品(指數基期：民國110年=100),1996M04,M,原始值,62.08
18.其他食品(指數基期：民國110年=100),1996M04,M,年增率(%),1.84
18.其他食品(指數基期：民國110年=100),1996M05,M,原始值,62.7
18.其他食品(指數基期：民國110年=100),1996M05,M,年增率(%),2.72
18.其他食品(指數基期：民國110年=100),1996M06,M,原始值,62.25
18.其他食品(指數基期：民國110年=100),1996M06,M,年增率(%),1.48
18.其他食品(指數基期：民國110年=100),1996M07,M,原始值,62.9
18.其他食品(指數基期：民國110年=100),1996M07,M,年增率(%),2.48
18.其他食品(指數基期：民國110年=100),1996M08,M,原始值,62.09
18.其他食品(指數基期：民國110年=100),1996M08,M,年增率(%),1.5
18.其他食品(指數基期：民國110年=100),1996M09,M,原始值,62.22
18.其他食品(指數基期：民國110年=100),1996M09,M,年增率(%),3.01
18.其他食品(指數基期：民國110年=100),1996M10,M,原始值,62.22
18.其他食品(指數基期：民國110年=100),1996M10,M,年增率(%),2.27
18.其他食品(指數基期：民國110年=100),1996M11,M,原始值,63.48
18.其他食品(指數基期：民國110年=100),1996M11,M,年增率(%),1.31
18.其他食品(指數基期：民國110年=100),1996M12,M,原始值,63.34
18.其他食品(指數基期：民國110年=100),1996M12,M,年增率(%),1.04
18.其他食品(指數基期：民國110年=100),1997M01,M,原始值,63.69
18.其他食品(指數基期：民國110年=100),1997M01,M,年增率(%),1.32
18.其他食品(指數基期：民國110年=100),1997M02,M,原始值,63.76
18.其他食品(指數基期：民國110年=100),1997M02,M,年增率(%),2.26
18.其他食品(指數基期：民國110年=100),1997M03,M,原始值,63.98
18.其他食品(指數基期：民國110年=100),1997M03,M,年增率(%),3.34
18.其他食品(指數基期：民國110年=100),1997M04,M,原始值,63.36
18.其他食品(指數基期：民國110年=100),1997M04,M,年增率(%),2.06
18.其他食品(指數基期：民國110年=100),1997M05,M,原始值,63.65
18.其他食品(指數基期：民國110年=100),1997M05,M,年增率(%),1.52
18.其他食品(指數基期：民國110年=100),1997M06,M,原始值,64.2
18.其他食品(指數基期：民國110年=100),1997M06,M,年增率(%),3.13
18.其他食品(指數基期：民國110年=100),1997M07,M,原始值,63.31
18.其他食品(指數基期：民國110年=100),1997M07,M,年增率(%),0.65
18.其他食品(指數基期：民國110年=100),1997M08,M,原始值,63.01
18.其他食品(指數基期：民國110年=100),1997M08,M,年增率(%),1.48
18.其他食品(指數基期：民國110年=100),1997M09,M,原始值,63.72
18.其他食品(指數基期：民國110年=100),1997M09,M,年增率(%),2.41
18.其他食品(指數基期：民國110年=100),1997M10,M,原始值,64.1
18.其他食品(指數基期：民國110年=100),1997M10,M,年增率(%),3.02
18.其他食品(指數基期：民國110年=100),1997M11,M,原始值,64.65
18.其他食品(指數基期：民國110年=100),1997M11,M,年增率(%),1.84
18.其他食品(指數基期：民國110年=100),1997M12,M,原始值,64.4
18.其他食品(指數基期：民國110年=100),1997M12,M,年增率(%),1.67
18.其他食品(指數基期：民國110年=100),1998M01,M,原始值,64.93
18.其他食品(指數基期：民國110年=100),1998M01,M,年增率(%),1.95
18.其他食品(指數基期：民國110年=100),1998M02,M,原始值,64.8
18.其他食品(指數基期：民國110年=100),1998M02,M,年增率(%),1.63
18.其他食品(指數基期：民國110年=100),1998M03,M,原始值,65.34
18.其他食品(指數基期：民國110年=100),1998M03,M,年增率(%),2.13
18.其他食品(指數基期：民國110年=100),1998M04,M,原始值,66.35
18.其他食品(指數基期：民國110年=100),1998M04,M,年增率(%),4.72
18.其他食品(指數基期：民國110年=100),1998M05,M,原始值,66.8
18.其他食品(指數基期：民國110年=100),1998M05,M,年增率(%),4.95
18.其他食品(指數基期：民國110年=100),1998M06,M,原始值,67.07
18.其他食品(指數基期：民國110年=100),1998M06,M,年增率(%),4.47
18.其他食品(指數基期：民國110年=100),1998M07,M,原始值,66.84
18.其他食品(指數基期：民國110年=100),1998M07,M,年增率(%),5.58
18.其他食品(指數基期：民國110年=100),1998M08,M,原始值,67.26
18.其他食品(指數基期：民國110年=100),1998M08,M,年增率(%),6.74
18.其他食品(指數基期：民國110年=100),1998M09,M,原始值,67.19
18.其他食品(指數基期：民國110年=100),1998M09,M,年增率(%),5.45
18.其他食品(指數基期：民國110年=100),1998M10,M,原始值,67.35
18.其他食品(指數基期：民國110年=100),1998M10,M,年增率(%),5.07
18.其他食品(指數基期：民國110年=100),1998M11,M,原始值,67.21
18.其他食品(指數基期：民國110年=100),1998M11,M,年增率(%),3.96
18.其他食品(指數基期：民國110年=100),1998M12,M,原始值,67.07
18.其他食品(指數基期：民國110年=100),1998M12,M,年增率(%),4.15
18.其他食品(指數基期：民國110年=100),1999M01,M,原始值,67.2
18.其他食品(指數基期：民國110年=100),1999M01,M,年增率(%),3.5
18.其他食品(指數基期：民國110年=100),1999M02,M,原始值,66.84
18.其他食品(指數基期：民國110年=100),1999M02,M,年增率(%),3.15
18.其他食品(指數基期：民國110年=100),1999M03,M,原始值,67
18.其他食品(指數基期：民國110年=100),1999M03,M,年增率(%),2.54
18.其他食品(指數基期：民國110年=100),1999M04,M,原始值,67.29
18.其他食品(指數基期：民國110年=100),1999M04,M,年增率(%),1.42
18.其他食品(指數基期：民國110年=100),1999M05,M,原始值,66.92
18.其他食品(指數基期：民國110年=100),1999M05,M,年增率(%),0.18
18.其他食品(指數基期：民國110年=100),1999M06,M,原始值,66.86
18.其他食品(指數基期：民國110年=100),1999M06,M,年增率(%),-0.31
18.其他食品(指數基期：民國110年=100),1999M07,M,原始值,66.85
18.其他食品(指數基期：民國110年=100),1999M07,M,年增率(%),0.01
18.其他食品(指數基期：民國110年=100),1999M08,M,原始值,66.54
18.其他食品(指數基期：民國110年=100),1999M08,M,年增率(%),-1.07
18.其他食品(指數基期：民國110年=100),1999M09,M,原始值,67.26
18.其他食品(指數基期：民國110年=100),1999M09,M,年增率(%),0.1
18.其他食品(指數基期：民國110年=100),1999M10,M,原始值,68.1
18.其他食品(指數基期：民國110年=100),1999M10,M,年增率(%),1.11
18.其他食品(指數基期：民國110年=100),1999M11,M,原始值,67.81
18.其他食品(指數基期：民國110年=100),1999M11,M,年增率(%),0.89
18.其他食品(指數基期：民國110年=100),1999M12,M,原始值,67.61
18.其他食品(指數基期：民國110年=100),1999M12,M,年增率(%),0.81
18.其他食品(指數基期：民國110年=100),2000M01,M,原始值,68.22
18.其他食品(指數基期：民國110年=100),2000M01,M,年增率(%),1.52
18.其他食品(指數基期：民國110年=100),2000M02,M,原始值,68.39
18.其他食品(指數基期：民國110年=100),2000M02,M,年增率(%),2.32
18.其他食品(指數基期：民國110年=100),2000M03,M,原始值,67.97
18.其他食品(指數基期：民國110年=100),2000M03,M,年增率(%),1.45
18.其他食品(指數基期：民國110年=100),2000M04,M,原始值,67.74
18.其他食品(指數基期：民國110年=100),2000M04,M,年增率(%),0.67
18.其他食品(指數基期：民國110年=100),2000M05,M,原始值,68.14
18.其他食品(指數基期：民國110年=100),2000M05,M,年增率(%),1.82
18.其他食品(指數基期：民國110年=100),2000M06,M,原始值,68.2
18.其他食品(指數基期：民國110年=100),2000M06,M,年增率(%),2
18.其他食品(指數基期：民國110年=100),2000M07,M,原始值,67.91
18.其他食品(指數基期：民國110年=100),2000M07,M,年增率(%),1.59
18.其他食品(指數基期：民國110年=100),2000M08,M,原始值,67.58
18.其他食品(指數基期：民國110年=100),2000M08,M,年增率(%),1.56
18.其他食品(指數基期：民國110年=100),2000M09,M,原始值,67.07
18.其他食品(指數基期：民國110年=100),2000M09,M,年增率(%),-0.28
18.其他食品(指數基期：民國110年=100),2000M10,M,原始值,66.98
18.其他食品(指數基期：民國110年=100),2000M10,M,年增率(%),-1.64
18.其他食品(指數基期：民國110年=100),2000M11,M,原始值,67.32
18.其他食品(指數基期：民國110年=100),2000M11,M,年增率(%),-0.72
18.其他食品(指數基期：民國110年=100),2000M12,M,原始值,67.72
18.其他食品(指數基期：民國110年=100),2000M12,M,年增率(%),0.16
18.其他食品(指數基期：民國110年=100),2001M01,M,原始值,67.01
18.其他食品(指數基期：民國110年=100),2001M01,M,年增率(%),-1.77
18.其他食品(指數基期：民國110年=100),2001M02,M,原始值,67.9
18.其他食品(指數基期：民國110年=100),2001M02,M,年增率(%),-0.72
18.其他食品(指數基期：民國110年=100),2001M03,M,原始值,67.22
18.其他食品(指數基期：民國110年=100),2001M03,M,年增率(%),-1.1
18.其他食品(指數基期：民國110年=100),2001M04,M,原始值,67.21
18.其他食品(指數基期：民國110年=100),2001M04,M,年增率(%),-0.78
18.其他食品(指數基期：民國110年=100),2001M05,M,原始值,68.09
18.其他食品(指數基期：民國110年=100),2001M05,M,年增率(%),-0.07
18.其他食品(指數基期：民國110年=100),2001M06,M,原始值,67.09
18.其他食品(指數基期：民國110年=100),2001M06,M,年增率(%),-1.63
18.其他食品(指數基期：民國110年=100),2001M07,M,原始值,67.31
18.其他食品(指數基期：民國110年=100),2001M07,M,年增率(%),-0.88
18.其他食品(指數基期：民國110年=100),2001M08,M,原始值,67.1
18.其他食品(指數基期：民國110年=100),2001M08,M,年增率(%),-0.71
18.其他食品(指數基期：民國110年=100),2001M09,M,原始值,66.52
18.其他食品(指數基期：民國110年=100),2001M09,M,年增率(%),-0.82
18.其他食品(指數基期：民國110年=100),2001M10,M,原始值,66.54
18.其他食品(指數基期：民國110年=100),2001M10,M,年增率(%),-0.66
18.其他食品(指數基期：民國110年=100),2001M11,M,原始值,66.78
18.其他食品(指數基期：民國110年=100),2001M11,M,年增率(%),-0.8
18.其他食品(指數基期：民國110年=100),2001M12,M,原始值,66.32
18.其他食品(指數基期：民國110年=100),2001M12,M,年增率(%),-2.07
18.其他食品(指數基期：民國110年=100),2002M01,M,原始值,67.38
18.其他食品(指數基期：民國110年=100),2002M01,M,年增率(%),0.55
18.其他食品(指數基期：民國110年=100),2002M02,M,原始值,66.47
18.其他食品(指數基期：民國110年=100),2002M02,M,年增率(%),-2.11
18.其他食品(指數基期：民國110年=100),2002M03,M,原始值,67.77
18.其他食品(指數基期：民國110年=100),2002M03,M,年增率(%),0.82
18.其他食品(指數基期：民國110年=100),2002M04,M,原始值,67.98
18.其他食品(指數基期：民國110年=100),2002M04,M,年增率(%),1.15
18.其他食品(指數基期：民國110年=100),2002M05,M,原始值,66.83
18.其他食品(指數基期：民國110年=100),2002M05,M,年增率(%),-1.85
18.其他食品(指數基期：民國110年=100),2002M06,M,原始值,66.5
18.其他食品(指數基期：民國110年=100),2002M06,M,年增率(%),-0.88
18.其他食品(指數基期：民國110年=100),2002M07,M,原始值,67.15
18.其他食品(指數基期：民國110年=100),2002M07,M,年增率(%),-0.24
18.其他食品(指數基期：民國110年=100),2002M08,M,原始值,66.55
18.其他食品(指數基期：民國110年=100),2002M08,M,年增率(%),-0.82
18.其他食品(指數基期：民國110年=100),2002M09,M,原始值,65.69
18.其他食品(指數基期：民國110年=100),2002M09,M,年增率(%),-1.25
18.其他食品(指數基期：民國110年=100),2002M10,M,原始值,66.88
18.其他食品(指數基期：民國110年=100),2002M10,M,年增率(%),0.51
18.其他食品(指數基期：民國110年=100),2002M11,M,原始值,66.52
18.其他食品(指數基期：民國110年=100),2002M11,M,年增率(%),-0.39
18.其他食品(指數基期：民國110年=100),2002M12,M,原始值,66.81
18.其他食品(指數基期：民國110年=100),2002M12,M,年增率(%),0.74
18.其他食品(指數基期：民國110年=100),2003M01,M,原始值,67.51
18.其他食品(指數基期：民國110年=100),2003M01,M,年增率(%),0.19
18.其他食品(指數基期：民國110年=100),2003M02,M,原始值,68.04
18.其他食品(指數基期：民國110年=100),2003M02,M,年增率(%),2.36
18.其他食品(指數基期：民國110年=100),2003M03,M,原始值,68.6
18.其他食品(指數基期：民國110年=100),2003M03,M,年增率(%),1.22
18.其他食品(指數基期：民國110年=100),2003M04,M,原始值,68.67
18.其他食品(指數基期：民國110年=100),2003M04,M,年增率(%),1.02
18.其他食品(指數基期：民國110年=100),2003M05,M,原始值,68.49
18.其他食品(指數基期：民國110年=100),2003M05,M,年增率(%),2.48
18.其他食品(指數基期：民國110年=100),2003M06,M,原始值,67.87
18.其他食品(指數基期：民國110年=100),2003M06,M,年增率(%),2.06
18.其他食品(指數基期：民國110年=100),2003M07,M,原始值,68.32
18.其他食品(指數基期：民國110年=100),2003M07,M,年增率(%),1.74
18.其他食品(指數基期：民國110年=100),2003M08,M,原始值,67.9
18.其他食品(指數基期：民國110年=100),2003M08,M,年增率(%),2.03
18.其他食品(指數基期：民國110年=100),2003M09,M,原始值,67.81
18.其他食品(指數基期：民國110年=100),2003M09,M,年增率(%),3.23
18.其他食品(指數基期：民國110年=100),2003M10,M,原始值,68.64
18.其他食品(指數基期：民國110年=100),2003M10,M,年增率(%),2.63
18.其他食品(指數基期：民國110年=100),2003M11,M,原始值,69.27
18.其他食品(指數基期：民國110年=100),2003M11,M,年增率(%),4.13
18.其他食品(指數基期：民國110年=100),2003M12,M,原始值,69.62
18.其他食品(指數基期：民國110年=100),2003M12,M,年增率(%),4.21
18.其他食品(指數基期：民國110年=100),2004M01,M,原始值,69
18.其他食品(指數基期：民國110年=100),2004M01,M,年增率(%),2.21
18.其他食品(指數基期：民國110年=100),2004M02,M,原始值,69.72
18.其他食品(指數基期：民國110年=100),2004M02,M,年增率(%),2.47
18.其他食品(指數基期：民國110年=100),2004M03,M,原始值,70.34
18.其他食品(指數基期：民國110年=100),2004M03,M,年增率(%),2.54
18.其他食品(指數基期：民國110年=100),2004M04,M,原始值,70.49
18.其他食品(指數基期：民國110年=100),2004M04,M,年增率(%),2.65
18.其他食品(指數基期：民國110年=100),2004M05,M,原始值,70.54
18.其他食品(指數基期：民國110年=100),2004M05,M,年增率(%),2.99
18.其他食品(指數基期：民國110年=100),2004M06,M,原始值,70.2
18.其他食品(指數基期：民國110年=100),2004M06,M,年增率(%),3.43
18.其他食品(指數基期：民國110年=100),2004M07,M,原始值,70.65
18.其他食品(指數基期：民國110年=100),2004M07,M,年增率(%),3.41
18.其他食品(指數基期：民國110年=100),2004M08,M,原始值,70.12
18.其他食品(指數基期：民國110年=100),2004M08,M,年增率(%),3.27
18.其他食品(指數基期：民國110年=100),2004M09,M,原始值,70.28
18.其他食品(指數基期：民國110年=100),2004M09,M,年增率(%),3.64
18.其他食品(指數基期：民國110年=100),2004M10,M,原始值,71.26
18.其他食品(指數基期：民國110年=100),2004M10,M,年增率(%),3.82
18.其他食品(指數基期：民國110年=100),2004M11,M,原始值,70.86
18.其他食品(指數基期：民國110年=100),2004M11,M,年增率(%),2.3
18.其他食品(指數基期：民國110年=100),2004M12,M,原始值,70.63
18.其他食品(指數基期：民國110年=100),2004M12,M,年增率(%),1.45
18.其他食品(指數基期：民國110年=100),2005M01,M,原始值,70.46
18.其他食品(指數基期：民國110年=100),2005M01,M,年增率(%),2.12
18.其他食品(指數基期：民國110年=100),2005M02,M,原始值,70.7
18.其他食品(指數基期：民國110年=100),2005M02,M,年增率(%),1.41
18.其他食品(指數基期：民國110年=100),2005M03,M,原始值,72.31
18.其他食品(指數基期：民國110年=100),2005M03,M,年增率(%),2.8
18.其他食品(指數基期：民國110年=100),2005M04,M,原始值,71.76
18.其他食品(指數基期：民國110年=100),2005M04,M,年增率(%),1.8
18.其他食品(指數基期：民國110年=100),2005M05,M,原始值,72.06
18.其他食品(指數基期：民國110年=100),2005M05,M,年增率(%),2.15
18.其他食品(指數基期：民國110年=100),2005M06,M,原始值,71.75
18.其他食品(指數基期：民國110年=100),2005M06,M,年增率(%),2.21
18.其他食品(指數基期：民國110年=100),2005M07,M,原始值,72.48
18.其他食品(指數基期：民國110年=100),2005M07,M,年增率(%),2.59
18.其他食品(指數基期：民國110年=100),2005M08,M,原始值,72.58
18.其他食品(指數基期：民國110年=100),2005M08,M,年增率(%),3.51
18.其他食品(指數基期：民國110年=100),2005M09,M,原始值,72.92
18.其他食品(指數基期：民國110年=100),2005M09,M,年增率(%),3.76
18.其他食品(指數基期：民國110年=100),2005M10,M,原始值,73.64
18.其他食品(指數基期：民國110年=100),2005M10,M,年增率(%),3.34
18.其他食品(指數基期：民國110年=100),2005M11,M,原始值,74.17
18.其他食品(指數基期：民國110年=100),2005M11,M,年增率(%),4.67
18.其他食品(指數基期：民國110年=100),2005M12,M,原始值,74.08
18.其他食品(指數基期：民國110年=100),2005M12,M,年增率(%),4.88
18.其他食品(指數基期：民國110年=100),2006M01,M,原始值,73.1
18.其他食品(指數基期：民國110年=100),2006M01,M,年增率(%),3.75
18.其他食品(指數基期：民國110年=100),2006M02,M,原始值,73.76
18.其他食品(指數基期：民國110年=100),2006M02,M,年增率(%),4.33
18.其他食品(指數基期：民國110年=100),2006M03,M,原始值,74.06
18.其他食品(指數基期：民國110年=100),2006M03,M,年增率(%),2.42
18.其他食品(指數基期：民國110年=100),2006M04,M,原始值,73.72
18.其他食品(指數基期：民國110年=100),2006M04,M,年增率(%),2.73
18.其他食品(指數基期：民國110年=100),2006M05,M,原始值,73.41
18.其他食品(指數基期：民國110年=100),2006M05,M,年增率(%),1.87
18.其他食品(指數基期：民國110年=100),2006M06,M,原始值,74.49
18.其他食品(指數基期：民國110年=100),2006M06,M,年增率(%),3.82
18.其他食品(指數基期：民國110年=100),2006M07,M,原始值,74.25
18.其他食品(指數基期：民國110年=100),2006M07,M,年增率(%),2.44
18.其他食品(指數基期：民國110年=100),2006M08,M,原始值,73.42
18.其他食品(指數基期：民國110年=100),2006M08,M,年增率(%),1.16
18.其他食品(指數基期：民國110年=100),2006M09,M,原始值,73.84
18.其他食品(指數基期：民國110年=100),2006M09,M,年增率(%),1.26
18.其他食品(指數基期：民國110年=100),2006M10,M,原始值,73.77
18.其他食品(指數基期：民國110年=100),2006M10,M,年增率(%),0.18
18.其他食品(指數基期：民國110年=100),2006M11,M,原始值,74.28
18.其他食品(指數基期：民國110年=100),2006M11,M,年增率(%),0.15
18.其他食品(指數基期：民國110年=100),2006M12,M,原始值,74.42
18.其他食品(指數基期：民國110年=100),2006M12,M,年增率(%),0.46
18.其他食品(指數基期：民國110年=100),2007M01,M,原始值,74.15
18.其他食品(指數基期：民國110年=100),2007M01,M,年增率(%),1.44
18.其他食品(指數基期：民國110年=100),2007M02,M,原始值,73.6
18.其他食品(指數基期：民國110年=100),2007M02,M,年增率(%),-0.22
18.其他食品(指數基期：民國110年=100),2007M03,M,原始值,75.01
18.其他食品(指數基期：民國110年=100),2007M03,M,年增率(%),1.28
18.其他食品(指數基期：民國110年=100),2007M04,M,原始值,74.49
18.其他食品(指數基期：民國110年=100),2007M04,M,年增率(%),1.04
18.其他食品(指數基期：民國110年=100),2007M05,M,原始值,74.13
18.其他食品(指數基期：民國110年=100),2007M05,M,年增率(%),0.98
18.其他食品(指數基期：民國110年=100),2007M06,M,原始值,74.33
18.其他食品(指數基期：民國110年=100),2007M06,M,年增率(%),-0.21
18.其他食品(指數基期：民國110年=100),2007M07,M,原始值,74.52
18.其他食品(指數基期：民國110年=100),2007M07,M,年增率(%),0.36
18.其他食品(指數基期：民國110年=100),2007M08,M,原始值,74.47
18.其他食品(指數基期：民國110年=100),2007M08,M,年增率(%),1.43
18.其他食品(指數基期：民國110年=100),2007M09,M,原始值,75.05
18.其他食品(指數基期：民國110年=100),2007M09,M,年增率(%),1.64
18.其他食品(指數基期：民國110年=100),2007M10,M,原始值,76.34
18.其他食品(指數基期：民國110年=100),2007M10,M,年增率(%),3.48
18.其他食品(指數基期：民國110年=100),2007M11,M,原始值,77.85
18.其他食品(指數基期：民國110年=100),2007M11,M,年增率(%),4.81
18.其他食品(指數基期：民國110年=100),2007M12,M,原始值,78.26
18.其他食品(指數基期：民國110年=100),2007M12,M,年增率(%),5.16
18.其他食品(指數基期：民國110年=100),2008M01,M,原始值,78.07
18.其他食品(指數基期：民國110年=100),2008M01,M,年增率(%),5.29
18.其他食品(指數基期：民國110年=100),2008M02,M,原始值,77.27
18.其他食品(指數基期：民國110年=100),2008M02,M,年增率(%),4.99
18.其他食品(指數基期：民國110年=100),2008M03,M,原始值,79.38
18.其他食品(指數基期：民國110年=100),2008M03,M,年增率(%),5.83
18.其他食品(指數基期：民國110年=100),2008M04,M,原始值,79.67
18.其他食品(指數基期：民國110年=100),2008M04,M,年增率(%),6.95
18.其他食品(指數基期：民國110年=100),2008M05,M,原始值,79.8
18.其他食品(指數基期：民國110年=100),2008M05,M,年增率(%),7.65
18.其他食品(指數基期：民國110年=100),2008M06,M,原始值,80.82
18.其他食品(指數基期：民國110年=100),2008M06,M,年增率(%),8.73
18.其他食品(指數基期：民國110年=100),2008M07,M,原始值,83.66
18.其他食品(指數基期：民國110年=100),2008M07,M,年增率(%),12.27
18.其他食品(指數基期：民國110年=100),2008M08,M,原始值,83.07
18.其他食品(指數基期：民國110年=100),2008M08,M,年增率(%),11.55
18.其他食品(指數基期：民國110年=100),2008M09,M,原始值,84.94
18.其他食品(指數基期：民國110年=100),2008M09,M,年增率(%),13.18
18.其他食品(指數基期：民國110年=100),2008M10,M,原始值,84.89
18.其他食品(指數基期：民國110年=100),2008M10,M,年增率(%),11.2
18.其他食品(指數基期：民國110年=100),2008M11,M,原始值,83.63
18.其他食品(指數基期：民國110年=100),2008M11,M,年增率(%),7.42
18.其他食品(指數基期：民國110年=100),2008M12,M,原始值,85.21
18.其他食品(指數基期：民國110年=100),2008M12,M,年增率(%),8.88
18.其他食品(指數基期：民國110年=100),2009M01,M,原始值,83.88
18.其他食品(指數基期：民國110年=100),2009M01,M,年增率(%),7.44
18.其他食品(指數基期：民國110年=100),2009M02,M,原始值,85.81
18.其他食品(指數基期：民國110年=100),2009M02,M,年增率(%),11.05
18.其他食品(指數基期：民國110年=100),2009M03,M,原始值,85.14
18.其他食品(指數基期：民國110年=100),2009M03,M,年增率(%),7.26
18.其他食品(指數基期：民國110年=100),2009M04,M,原始值,85.14
18.其他食品(指數基期：民國110年=100),2009M04,M,年增率(%),6.87
18.其他食品(指數基期：民國110年=100),2009M05,M,原始值,85.8
18.其他食品(指數基期：民國110年=100),2009M05,M,年增率(%),7.52
18.其他食品(指數基期：民國110年=100),2009M06,M,原始值,86.02
18.其他食品(指數基期：民國110年=100),2009M06,M,年增率(%),6.43
18.其他食品(指數基期：民國110年=100),2009M07,M,原始值,85.8
18.其他食品(指數基期：民國110年=100),2009M07,M,年增率(%),2.56
18.其他食品(指數基期：民國110年=100),2009M08,M,原始值,83.89
18.其他食品(指數基期：民國110年=100),2009M08,M,年增率(%),0.99
18.其他食品(指數基期：民國110年=100),2009M09,M,原始值,84.34
18.其他食品(指數基期：民國110年=100),2009M09,M,年增率(%),-0.71
18.其他食品(指數基期：民國110年=100),2009M10,M,原始值,84.15
18.其他食品(指數基期：民國110年=100),2009M10,M,年增率(%),-0.87
18.其他食品(指數基期：民國110年=100),2009M11,M,原始值,84.01
18.其他食品(指數基期：民國110年=100),2009M11,M,年增率(%),0.45
18.其他食品(指數基期：民國110年=100),2009M12,M,原始值,84.31
18.其他食品(指數基期：民國110年=100),2009M12,M,年增率(%),-1.06
18.其他食品(指數基期：民國110年=100),2010M01,M,原始值,84.66
18.其他食品(指數基期：民國110年=100),2010M01,M,年增率(%),0.93
18.其他食品(指數基期：民國110年=100),2010M02,M,原始值,83.46
18.其他食品(指數基期：民國110年=100),2010M02,M,年增率(%),-2.74
18.其他食品(指數基期：民國110年=100),2010M03,M,原始值,84.99
18.其他食品(指數基期：民國110年=100),2010M03,M,年增率(%),-0.18
18.其他食品(指數基期：民國110年=100),2010M04,M,原始值,85.27
18.其他食品(指數基期：民國110年=100),2010M04,M,年增率(%),0.15
18.其他食品(指數基期：民國110年=100),2010M05,M,原始值,84.84
18.其他食品(指數基期：民國110年=100),2010M05,M,年增率(%),-1.12
18.其他食品(指數基期：民國110年=100),2010M06,M,原始值,85.03
18.其他食品(指數基期：民國110年=100),2010M06,M,年增率(%),-1.15
18.其他食品(指數基期：民國110年=100),2010M07,M,原始值,85.04
18.其他食品(指數基期：民國110年=100),2010M07,M,年增率(%),-0.89
18.其他食品(指數基期：民國110年=100),2010M08,M,原始值,83.94
18.其他食品(指數基期：民國110年=100),2010M08,M,年增率(%),0.06
18.其他食品(指數基期：民國110年=100),2010M09,M,原始值,85.86
18.其他食品(指數基期：民國110年=100),2010M09,M,年增率(%),1.8
18.其他食品(指數基期：民國110年=100),2010M10,M,原始值,86.29
18.其他食品(指數基期：民國110年=100),2010M10,M,年增率(%),2.54
18.其他食品(指數基期：民國110年=100),2010M11,M,原始值,86
18.其他食品(指數基期：民國110年=100),2010M11,M,年增率(%),2.37
18.其他食品(指數基期：民國110年=100),2010M12,M,原始值,86.14
18.其他食品(指數基期：民國110年=100),2010M12,M,年增率(%),2.17
18.其他食品(指數基期：民國110年=100),2011M01,M,原始值,85.63
18.其他食品(指數基期：民國110年=100),2011M01,M,年增率(%),1.15
18.其他食品(指數基期：民國110年=100),2011M02,M,原始值,85.33
18.其他食品(指數基期：民國110年=100),2011M02,M,年增率(%),2.24
18.其他食品(指數基期：民國110年=100),2011M03,M,原始值,86.94
18.其他食品(指數基期：民國110年=100),2011M03,M,年增率(%),2.29
18.其他食品(指數基期：民國110年=100),2011M04,M,原始值,86.43
18.其他食品(指數基期：民國110年=100),2011M04,M,年增率(%),1.36
18.其他食品(指數基期：民國110年=100),2011M05,M,原始值,88.04
18.其他食品(指數基期：民國110年=100),2011M05,M,年增率(%),3.77
18.其他食品(指數基期：民國110年=100),2011M06,M,原始值,88.01
18.其他食品(指數基期：民國110年=100),2011M06,M,年增率(%),3.5
18.其他食品(指數基期：民國110年=100),2011M07,M,原始值,86.59
18.其他食品(指數基期：民國110年=100),2011M07,M,年增率(%),1.82
18.其他食品(指數基期：民國110年=100),2011M08,M,原始值,86.43
18.其他食品(指數基期：民國110年=100),2011M08,M,年增率(%),2.97
18.其他食品(指數基期：民國110年=100),2011M09,M,原始值,87.67
18.其他食品(指數基期：民國110年=100),2011M09,M,年增率(%),2.11
