Item,TIME_PERIOD,FREQ,TYPE,Item_VALUE
(1)娛樂設備(指數基期：民國110年=100),2023M01,M,原始值,102.89
(1)娛樂設備(指數基期：民國110年=100),2023M01,M,年增率(%),1.63
(1)娛樂設備(指數基期：民國110年=100),2023M02,M,原始值,103.48
(1)娛樂設備(指數基期：民國110年=100),2023M02,M,年增率(%),1.33
(1)娛樂設備(指數基期：民國110年=100),2023M03,M,原始值,103.01
(1)娛樂設備(指數基期：民國110年=100),2023M03,M,年增率(%),2.06
(1)娛樂設備(指數基期：民國110年=100),2023M04,M,原始值,102.36
(1)娛樂設備(指數基期：民國110年=100),2023M04,M,年增率(%),1.41
(1)娛樂設備(指數基期：民國110年=100),2023M05,M,原始值,102.97
(1)娛樂設備(指數基期：民國110年=100),2023M05,M,年增率(%),2.65
(1)娛樂設備(指數基期：民國110年=100),2023M06,M,原始值,102.98
(1)娛樂設備(指數基期：民國110年=100),2023M06,M,年增率(%),2.67
(1)娛樂設備(指數基期：民國110年=100),2023M07,M,原始值,102.13
(1)娛樂設備(指數基期：民國110年=100),2023M07,M,年增率(%),1.36
(1)娛樂設備(指數基期：民國110年=100),2023M08,M,原始值,102.88
(1)娛樂設備(指數基期：民國110年=100),2023M08,M,年增率(%),1.68
(1)娛樂設備(指數基期：民國110年=100),2023M09,M,原始值,103.29
(1)娛樂設備(指數基期：民國110年=100),2023M09,M,年增率(%),1.72
(1)娛樂設備(指數基期：民國110年=100),2023M10,M,原始值,104.03
(1)娛樂設備(指數基期：民國110年=100),2023M10,M,年增率(%),2.22
(1)娛樂設備(指數基期：民國110年=100),2023M11,M,原始值,103.51
(1)娛樂設備(指數基期：民國110年=100),2023M11,M,年增率(%),1.97
(1)娛樂設備(指數基期：民國110年=100),2023M12,M,原始值,102.83
(1)娛樂設備(指數基期：民國110年=100),2023M12,M,年增率(%),0.79
(1)娛樂設備(指數基期：民國110年=100),2024M01,M,原始值,102.89
(1)娛樂設備(指數基期：民國110年=100),2024M01,M,年增率(%),0
(1)娛樂設備(指數基期：民國110年=100),2024M02,M,原始值,103.25
(1)娛樂設備(指數基期：民國110年=100),2024M02,M,年增率(%),-0.22
(1)娛樂設備(指數基期：民國110年=100),2024M03,M,原始值,102.8
(1)娛樂設備(指數基期：民國110年=100),2024M03,M,年增率(%),-0.2
(1)娛樂設備(指數基期：民國110年=100),2024M04,M,原始值,102.07
(1)娛樂設備(指數基期：民國110年=100),2024M04,M,年增率(%),-0.28
(1)娛樂設備(指數基期：民國110年=100),2024M05,M,原始值,102.52
(1)娛樂設備(指數基期：民國110年=100),2024M05,M,年增率(%),-0.44
(1)娛樂設備(指數基期：民國110年=100),2024M06,M,原始值,102.6
(1)娛樂設備(指數基期：民國110年=100),2024M06,M,年增率(%),-0.37
(1)娛樂設備(指數基期：民國110年=100),2024M07,M,原始值,102.58
(1)娛樂設備(指數基期：民國110年=100),2024M07,M,年增率(%),0.44
(1)娛樂設備(指數基期：民國110年=100),2024M08,M,原始值,103.36
(1)娛樂設備(指數基期：民國110年=100),2024M08,M,年增率(%),0.47
(1)娛樂設備(指數基期：民國110年=100),2024M09,M,原始值,103.84
(1)娛樂設備(指數基期：民國110年=100),2024M09,M,年增率(%),0.53
(1)娛樂設備(指數基期：民國110年=100),2024M10,M,原始值,103.92
(1)娛樂設備(指數基期：民國110年=100),2024M10,M,年增率(%),-0.11
(1)娛樂設備(指數基期：民國110年=100),2024M11,M,原始值,102.9
(1)娛樂設備(指數基期：民國110年=100),2024M11,M,年增率(%),-0.59
(1)娛樂設備(指數基期：民國110年=100),2024M12,M,原始值,102.85
(1)娛樂設備(指數基期：民國110年=100),2024M12,M,年增率(%),0.02
(1)娛樂設備(指數基期：民國110年=100),2025M01,M,原始值,103.14
(1)娛樂設備(指數基期：民國110年=100),2025M01,M,年增率(%),0.24
(1)娛樂設備(指數基期：民國110年=100),2025M02,M,原始值,102.01
(1)娛樂設備(指數基期：民國110年=100),2025M02,M,年增率(%),-1.2
(1)娛樂設備(指數基期：民國110年=100),2025M03,M,原始值,101.46
(1)娛樂設備(指數基期：民國110年=100),2025M03,M,年增率(%),-1.3
(1)娛樂設備(指數基期：民國110年=100),2025M04,M,原始值,101.35
(1)娛樂設備(指數基期：民國110年=100),2025M04,M,年增率(%),-0.71
(1)娛樂設備(指數基期：民國110年=100),2025M05,M,原始值,101.36
(1)娛樂設備(指數基期：民國110年=100),2025M05,M,年增率(%),-1.13
(1)娛樂設備(指數基期：民國110年=100),2025M06,M,原始值,101.55
(1)娛樂設備(指數基期：民國110年=100),2025M06,M,年增率(%),-1.02
(1)娛樂設備(指數基期：民國110年=100),2025M07,M,原始值,102.11
(1)娛樂設備(指數基期：民國110年=100),2025M07,M,年增率(%),-0.46
(1)娛樂設備(指數基期：民國110年=100),2025M08,M,原始值,102.1
(1)娛樂設備(指數基期：民國110年=100),2025M08,M,年增率(%),-1.22
(1)娛樂設備(指數基期：民國110年=100),2025M09,M,原始值,102.5
(1)娛樂設備(指數基期：民國110年=100),2025M09,M,年增率(%),-1.29
(1)娛樂設備(指數基期：民國110年=100),2025M10,M,原始值,102.25
(1)娛樂設備(指數基期：民國110年=100),2025M10,M,年增率(%),-1.61
(1)娛樂設備(指數基期：民國110年=100),2025M11,M,原始值,102.15
(1)娛樂設備(指數基期：民國110年=100),2025M11,M,年增率(%),-0.73
(1)娛樂設備(指數基期：民國110年=100),2025M12,M,原始值,101.76
(1)娛樂設備(指數基期：民國110年=100),2025M12,M,年增率(%),-1.06
(1)娛樂設備(指數基期：民國110年=100),2026M01,M,原始值,101.27
(1)娛樂設備(指數基期：民國110年=100),2026M01,M,年增率(%),-1.81
(1)娛樂設備(指數基期：民國110年=100),2026M02,M,原始值,101.68
(1)娛樂設備(指數基期：民國110年=100),2026M02,M,年增率(%),-0.32
(1)娛樂設備(指數基期：民國110年=100),2026M03,M,原始值,101.39
(1)娛樂設備(指數基期：民國110年=100),2026M03,M,年增率(%),-0.07
(2)娛樂服務(指數基期：民國110年=100),1981M01,M,原始值,33.62
(2)娛樂服務(指數基期：民國110年=100),1981M01,M,年增率(%),
(2)娛樂服務(指數基期：民國110年=100),1981M02,M,原始值,34.09
(2)娛樂服務(指數基期：民國110年=100),1981M02,M,年增率(%),
(2)娛樂服務(指數基期：民國110年=100),1981M03,M,原始值,34.15
(2)娛樂服務(指數基期：民國110年=100),1981M03,M,年增率(%),
(2)娛樂服務(指數基期：民國110年=100),1981M04,M,原始值,34.15
(2)娛樂服務(指數基期：民國110年=100),1981M04,M,年增率(%),
(2)娛樂服務(指數基期：民國110年=100),1981M05,M,原始值,34.15
(2)娛樂服務(指數基期：民國110年=100),1981M05,M,年增率(%),
(2)娛樂服務(指數基期：民國110年=100),1981M06,M,原始值,34.15
(2)娛樂服務(指數基期：民國110年=100),1981M06,M,年增率(%),
(2)娛樂服務(指數基期：民國110年=100),1981M07,M,原始值,34.15
(2)娛樂服務(指數基期：民國110年=100),1981M07,M,年增率(%),
(2)娛樂服務(指數基期：民國110年=100),1981M08,M,原始值,34.26
(2)娛樂服務(指數基期：民國110年=100),1981M08,M,年增率(%),
(2)娛樂服務(指數基期：民國110年=100),1981M09,M,原始值,34.4
(2)娛樂服務(指數基期：民國110年=100),1981M09,M,年增率(%),
(2)娛樂服務(指數基期：民國110年=100),1981M10,M,原始值,34.41
(2)娛樂服務(指數基期：民國110年=100),1981M10,M,年增率(%),
(2)娛樂服務(指數基期：民國110年=100),1981M11,M,原始值,34.41
(2)娛樂服務(指數基期：民國110年=100),1981M11,M,年增率(%),
(2)娛樂服務(指數基期：民國110年=100),1981M12,M,原始值,34.41
(2)娛樂服務(指數基期：民國110年=100),1981M12,M,年增率(%),
(2)娛樂服務(指數基期：民國110年=100),1982M01,M,原始值,34.72
(2)娛樂服務(指數基期：民國110年=100),1982M01,M,年增率(%),3.27
(2)娛樂服務(指數基期：民國110年=100),1982M02,M,原始值,34.89
(2)娛樂服務(指數基期：民國110年=100),1982M02,M,年增率(%),2.35
(2)娛樂服務(指數基期：民國110年=100),1982M03,M,原始值,35.12
(2)娛樂服務(指數基期：民國110年=100),1982M03,M,年增率(%),2.84
(2)娛樂服務(指數基期：民國110年=100),1982M04,M,原始值,35.12
(2)娛樂服務(指數基期：民國110年=100),1982M04,M,年增率(%),2.84
(2)娛樂服務(指數基期：民國110年=100),1982M05,M,原始值,35.56
(2)娛樂服務(指數基期：民國110年=100),1982M05,M,年增率(%),4.13
(2)娛樂服務(指數基期：民國110年=100),1982M06,M,原始值,35.56
(2)娛樂服務(指數基期：民國110年=100),1982M06,M,年增率(%),4.13
(2)娛樂服務(指數基期：民國110年=100),1982M07,M,原始值,35.56
(2)娛樂服務(指數基期：民國110年=100),1982M07,M,年增率(%),4.13
(2)娛樂服務(指數基期：民國110年=100),1982M08,M,原始值,35.7
(2)娛樂服務(指數基期：民國110年=100),1982M08,M,年增率(%),4.2
(2)娛樂服務(指數基期：民國110年=100),1982M09,M,原始值,35.72
(2)娛樂服務(指數基期：民國110年=100),1982M09,M,年增率(%),3.84
(2)娛樂服務(指數基期：民國110年=100),1982M10,M,原始值,35.74
(2)娛樂服務(指數基期：民國110年=100),1982M10,M,年增率(%),3.87
(2)娛樂服務(指數基期：民國110年=100),1982M11,M,原始值,35.79
(2)娛樂服務(指數基期：民國110年=100),1982M11,M,年增率(%),4.01
(2)娛樂服務(指數基期：民國110年=100),1982M12,M,原始值,35.72
(2)娛樂服務(指數基期：民國110年=100),1982M12,M,年增率(%),3.81
(2)娛樂服務(指數基期：民國110年=100),1983M01,M,原始值,35.86
(2)娛樂服務(指數基期：民國110年=100),1983M01,M,年增率(%),3.28
(2)娛樂服務(指數基期：民國110年=100),1983M02,M,原始值,36.01
(2)娛樂服務(指數基期：民國110年=100),1983M02,M,年增率(%),3.21
(2)娛樂服務(指數基期：民國110年=100),1983M03,M,原始值,36.13
(2)娛樂服務(指數基期：民國110年=100),1983M03,M,年增率(%),2.88
(2)娛樂服務(指數基期：民國110年=100),1983M04,M,原始值,36.13
(2)娛樂服務(指數基期：民國110年=100),1983M04,M,年增率(%),2.88
(2)娛樂服務(指數基期：民國110年=100),1983M05,M,原始值,36.13
(2)娛樂服務(指數基期：民國110年=100),1983M05,M,年增率(%),1.6
(2)娛樂服務(指數基期：民國110年=100),1983M06,M,原始值,36.13
(2)娛樂服務(指數基期：民國110年=100),1983M06,M,年增率(%),1.6
(2)娛樂服務(指數基期：民國110年=100),1983M07,M,原始值,36.13
(2)娛樂服務(指數基期：民國110年=100),1983M07,M,年增率(%),1.6
(2)娛樂服務(指數基期：民國110年=100),1983M08,M,原始值,36.52
(2)娛樂服務(指數基期：民國110年=100),1983M08,M,年增率(%),2.3
(2)娛樂服務(指數基期：民國110年=100),1983M09,M,原始值,36.82
(2)娛樂服務(指數基期：民國110年=100),1983M09,M,年增率(%),3.08
(2)娛樂服務(指數基期：民國110年=100),1983M10,M,原始值,36.82
(2)娛樂服務(指數基期：民國110年=100),1983M10,M,年增率(%),3.02
(2)娛樂服務(指數基期：民國110年=100),1983M11,M,原始值,36.82
(2)娛樂服務(指數基期：民國110年=100),1983M11,M,年增率(%),2.88
(2)娛樂服務(指數基期：民國110年=100),1983M12,M,原始值,36.82
(2)娛樂服務(指數基期：民國110年=100),1983M12,M,年增率(%),3.08
(2)娛樂服務(指數基期：民國110年=100),1984M01,M,原始值,36.85
(2)娛樂服務(指數基期：民國110年=100),1984M01,M,年增率(%),2.76
(2)娛樂服務(指數基期：民國110年=100),1984M02,M,原始值,37.15
(2)娛樂服務(指數基期：民國110年=100),1984M02,M,年增率(%),3.17
(2)娛樂服務(指數基期：民國110年=100),1984M03,M,原始值,37.11
(2)娛樂服務(指數基期：民國110年=100),1984M03,M,年增率(%),2.71
(2)娛樂服務(指數基期：民國110年=100),1984M04,M,原始值,37.12
(2)娛樂服務(指數基期：民國110年=100),1984M04,M,年增率(%),2.74
(2)娛樂服務(指數基期：民國110年=100),1984M05,M,原始值,37.12
(2)娛樂服務(指數基期：民國110年=100),1984M05,M,年增率(%),2.74
(2)娛樂服務(指數基期：民國110年=100),1984M06,M,原始值,37.12
(2)娛樂服務(指數基期：民國110年=100),1984M06,M,年增率(%),2.74
(2)娛樂服務(指數基期：民國110年=100),1984M07,M,原始值,37.09
(2)娛樂服務(指數基期：民國110年=100),1984M07,M,年增率(%),2.66
(2)娛樂服務(指數基期：民國110年=100),1984M08,M,原始值,37.37
(2)娛樂服務(指數基期：民國110年=100),1984M08,M,年增率(%),2.33
(2)娛樂服務(指數基期：民國110年=100),1984M09,M,原始值,38.06
(2)娛樂服務(指數基期：民國110年=100),1984M09,M,年增率(%),3.37
(2)娛樂服務(指數基期：民國110年=100),1984M10,M,原始值,38.16
(2)娛樂服務(指數基期：民國110年=100),1984M10,M,年增率(%),3.64
(2)娛樂服務(指數基期：民國110年=100),1984M11,M,原始值,38.16
(2)娛樂服務(指數基期：民國110年=100),1984M11,M,年增率(%),3.64
(2)娛樂服務(指數基期：民國110年=100),1984M12,M,原始值,38.25
(2)娛樂服務(指數基期：民國110年=100),1984M12,M,年增率(%),3.88
(2)娛樂服務(指數基期：民國110年=100),1985M01,M,原始值,38.28
(2)娛樂服務(指數基期：民國110年=100),1985M01,M,年增率(%),3.88
(2)娛樂服務(指數基期：民國110年=100),1985M02,M,原始值,38.49
(2)娛樂服務(指數基期：民國110年=100),1985M02,M,年增率(%),3.61
(2)娛樂服務(指數基期：民國110年=100),1985M03,M,原始值,38.66
(2)娛樂服務(指數基期：民國110年=100),1985M03,M,年增率(%),4.18
(2)娛樂服務(指數基期：民國110年=100),1985M04,M,原始值,38.6
(2)娛樂服務(指數基期：民國110年=100),1985M04,M,年增率(%),3.99
(2)娛樂服務(指數基期：民國110年=100),1985M05,M,原始值,38.94
(2)娛樂服務(指數基期：民國110年=100),1985M05,M,年增率(%),4.9
(2)娛樂服務(指數基期：民國110年=100),1985M06,M,原始值,39.21
(2)娛樂服務(指數基期：民國110年=100),1985M06,M,年增率(%),5.63
(2)娛樂服務(指數基期：民國110年=100),1985M07,M,原始值,39.21
(2)娛樂服務(指數基期：民國110年=100),1985M07,M,年增率(%),5.72
(2)娛樂服務(指數基期：民國110年=100),1985M08,M,原始值,39.35
(2)娛樂服務(指數基期：民國110年=100),1985M08,M,年增率(%),5.3
(2)娛樂服務(指數基期：民國110年=100),1985M09,M,原始值,39.88
(2)娛樂服務(指數基期：民國110年=100),1985M09,M,年增率(%),4.78
(2)娛樂服務(指數基期：民國110年=100),1985M10,M,原始值,39.88
(2)娛樂服務(指數基期：民國110年=100),1985M10,M,年增率(%),4.51
(2)娛樂服務(指數基期：民國110年=100),1985M11,M,原始值,39.98
(2)娛樂服務(指數基期：民國110年=100),1985M11,M,年增率(%),4.77
(2)娛樂服務(指數基期：民國110年=100),1985M12,M,原始值,39.98
(2)娛樂服務(指數基期：民國110年=100),1985M12,M,年增率(%),4.52
(2)娛樂服務(指數基期：民國110年=100),1986M01,M,原始值,40.21
(2)娛樂服務(指數基期：民國110年=100),1986M01,M,年增率(%),5.04
(2)娛樂服務(指數基期：民國110年=100),1986M02,M,原始值,40.72
(2)娛樂服務(指數基期：民國110年=100),1986M02,M,年增率(%),5.79
(2)娛樂服務(指數基期：民國110年=100),1986M03,M,原始值,40.43
(2)娛樂服務(指數基期：民國110年=100),1986M03,M,年增率(%),4.58
(2)娛樂服務(指數基期：民國110年=100),1986M04,M,原始值,40.64
(2)娛樂服務(指數基期：民國110年=100),1986M04,M,年增率(%),5.28
(2)娛樂服務(指數基期：民國110年=100),1986M05,M,原始值,40.61
(2)娛樂服務(指數基期：民國110年=100),1986M05,M,年增率(%),4.29
(2)娛樂服務(指數基期：民國110年=100),1986M06,M,原始值,40.62
(2)娛樂服務(指數基期：民國110年=100),1986M06,M,年增率(%),3.6
(2)娛樂服務(指數基期：民國110年=100),1986M07,M,原始值,40.67
(2)娛樂服務(指數基期：民國110年=100),1986M07,M,年增率(%),3.72
(2)娛樂服務(指數基期：民國110年=100),1986M08,M,原始值,40.7
(2)娛樂服務(指數基期：民國110年=100),1986M08,M,年增率(%),3.43
(2)娛樂服務(指數基期：民國110年=100),1986M09,M,原始值,40.34
(2)娛樂服務(指數基期：民國110年=100),1986M09,M,年增率(%),1.15
(2)娛樂服務(指數基期：民國110年=100),1986M10,M,原始值,40.47
(2)娛樂服務(指數基期：民國110年=100),1986M10,M,年增率(%),1.48
(2)娛樂服務(指數基期：民國110年=100),1986M11,M,原始值,40.43
(2)娛樂服務(指數基期：民國110年=100),1986M11,M,年增率(%),1.13
(2)娛樂服務(指數基期：民國110年=100),1986M12,M,原始值,40.71
(2)娛樂服務(指數基期：民國110年=100),1986M12,M,年增率(%),1.83
(2)娛樂服務(指數基期：民國110年=100),1987M01,M,原始值,40.68
(2)娛樂服務(指數基期：民國110年=100),1987M01,M,年增率(%),1.17
(2)娛樂服務(指數基期：民國110年=100),1987M02,M,原始值,40.78
(2)娛樂服務(指數基期：民國110年=100),1987M02,M,年增率(%),0.15
(2)娛樂服務(指數基期：民國110年=100),1987M03,M,原始值,40.76
(2)娛樂服務(指數基期：民國110年=100),1987M03,M,年增率(%),0.82
(2)娛樂服務(指數基期：民國110年=100),1987M04,M,原始值,40.79
(2)娛樂服務(指數基期：民國110年=100),1987M04,M,年增率(%),0.37
(2)娛樂服務(指數基期：民國110年=100),1987M05,M,原始值,40.77
(2)娛樂服務(指數基期：民國110年=100),1987M05,M,年增率(%),0.39
(2)娛樂服務(指數基期：民國110年=100),1987M06,M,原始值,40.77
(2)娛樂服務(指數基期：民國110年=100),1987M06,M,年增率(%),0.37
(2)娛樂服務(指數基期：民國110年=100),1987M07,M,原始值,40.75
(2)娛樂服務(指數基期：民國110年=100),1987M07,M,年增率(%),0.2
(2)娛樂服務(指數基期：民國110年=100),1987M08,M,原始值,40.85
(2)娛樂服務(指數基期：民國110年=100),1987M08,M,年增率(%),0.37
(2)娛樂服務(指數基期：民國110年=100),1987M09,M,原始值,41.21
(2)娛樂服務(指數基期：民國110年=100),1987M09,M,年增率(%),2.16
(2)娛樂服務(指數基期：民國110年=100),1987M10,M,原始值,41.61
(2)娛樂服務(指數基期：民國110年=100),1987M10,M,年增率(%),2.82
(2)娛樂服務(指數基期：民國110年=100),1987M11,M,原始值,41.69
(2)娛樂服務(指數基期：民國110年=100),1987M11,M,年增率(%),3.12
(2)娛樂服務(指數基期：民國110年=100),1987M12,M,原始值,41.69
(2)娛樂服務(指數基期：民國110年=100),1987M12,M,年增率(%),2.41
(2)娛樂服務(指數基期：民國110年=100),1988M01,M,原始值,41.84
(2)娛樂服務(指數基期：民國110年=100),1988M01,M,年增率(%),2.85
(2)娛樂服務(指數基期：民國110年=100),1988M02,M,原始值,42.01
(2)娛樂服務(指數基期：民國110年=100),1988M02,M,年增率(%),3.02
(2)娛樂服務(指數基期：民國110年=100),1988M03,M,原始值,42.27
(2)娛樂服務(指數基期：民國110年=100),1988M03,M,年增率(%),3.7
(2)娛樂服務(指數基期：民國110年=100),1988M04,M,原始值,42.35
(2)娛樂服務(指數基期：民國110年=100),1988M04,M,年增率(%),3.82
(2)娛樂服務(指數基期：民國110年=100),1988M05,M,原始值,42.34
(2)娛樂服務(指數基期：民國110年=100),1988M05,M,年增率(%),3.85
(2)娛樂服務(指數基期：民國110年=100),1988M06,M,原始值,42.34
(2)娛樂服務(指數基期：民國110年=100),1988M06,M,年增率(%),3.85
(2)娛樂服務(指數基期：民國110年=100),1988M07,M,原始值,42.51
(2)娛樂服務(指數基期：民國110年=100),1988M07,M,年增率(%),4.32
(2)娛樂服務(指數基期：民國110年=100),1988M08,M,原始值,42.28
(2)娛樂服務(指數基期：民國110年=100),1988M08,M,年增率(%),3.5
(2)娛樂服務(指數基期：民國110年=100),1988M09,M,原始值,42.42
(2)娛樂服務(指數基期：民國110年=100),1988M09,M,年增率(%),2.94
(2)娛樂服務(指數基期：民國110年=100),1988M10,M,原始值,42.38
(2)娛樂服務(指數基期：民國110年=100),1988M10,M,年增率(%),1.85
(2)娛樂服務(指數基期：民國110年=100),1988M11,M,原始值,42.38
(2)娛樂服務(指數基期：民國110年=100),1988M11,M,年增率(%),1.66
(2)娛樂服務(指數基期：民國110年=100),1988M12,M,原始值,42.37
(2)娛樂服務(指數基期：民國110年=100),1988M12,M,年增率(%),1.63
(2)娛樂服務(指數基期：民國110年=100),1989M01,M,原始值,42.35
(2)娛樂服務(指數基期：民國110年=100),1989M01,M,年增率(%),1.22
(2)娛樂服務(指數基期：民國110年=100),1989M02,M,原始值,42.87
(2)娛樂服務(指數基期：民國110年=100),1989M02,M,年增率(%),2.05
(2)娛樂服務(指數基期：民國110年=100),1989M03,M,原始值,42.8
(2)娛樂服務(指數基期：民國110年=100),1989M03,M,年增率(%),1.25
(2)娛樂服務(指數基期：民國110年=100),1989M04,M,原始值,43.59
(2)娛樂服務(指數基期：民國110年=100),1989M04,M,年增率(%),2.93
(2)娛樂服務(指數基期：民國110年=100),1989M05,M,原始值,43.59
(2)娛樂服務(指數基期：民國110年=100),1989M05,M,年增率(%),2.95
(2)娛樂服務(指數基期：民國110年=100),1989M06,M,原始值,43.84
(2)娛樂服務(指數基期：民國110年=100),1989M06,M,年增率(%),3.54
(2)娛樂服務(指數基期：民國110年=100),1989M07,M,原始值,43.98
(2)娛樂服務(指數基期：民國110年=100),1989M07,M,年增率(%),3.46
(2)娛樂服務(指數基期：民國110年=100),1989M08,M,原始值,44.89
(2)娛樂服務(指數基期：民國110年=100),1989M08,M,年增率(%),6.17
(2)娛樂服務(指數基期：民國110年=100),1989M09,M,原始值,45.29
(2)娛樂服務(指數基期：民國110年=100),1989M09,M,年增率(%),6.77
(2)娛樂服務(指數基期：民國110年=100),1989M10,M,原始值,45.38
(2)娛樂服務(指數基期：民國110年=100),1989M10,M,年增率(%),7.08
(2)娛樂服務(指數基期：民國110年=100),1989M11,M,原始值,45.62
(2)娛樂服務(指數基期：民國110年=100),1989M11,M,年增率(%),7.65
(2)娛樂服務(指數基期：民國110年=100),1989M12,M,原始值,45.62
(2)娛樂服務(指數基期：民國110年=100),1989M12,M,年增率(%),7.67
(2)娛樂服務(指數基期：民國110年=100),1990M01,M,原始值,45.83
(2)娛樂服務(指數基期：民國110年=100),1990M01,M,年增率(%),8.22
(2)娛樂服務(指數基期：民國110年=100),1990M02,M,原始值,48.47
(2)娛樂服務(指數基期：民國110年=100),1990M02,M,年增率(%),13.06
(2)娛樂服務(指數基期：民國110年=100),1990M03,M,原始值,48.67
(2)娛樂服務(指數基期：民國110年=100),1990M03,M,年增率(%),13.71
(2)娛樂服務(指數基期：民國110年=100),1990M04,M,原始值,49.04
(2)娛樂服務(指數基期：民國110年=100),1990M04,M,年增率(%),12.5
(2)娛樂服務(指數基期：民國110年=100),1990M05,M,原始值,50.02
(2)娛樂服務(指數基期：民國110年=100),1990M05,M,年增率(%),14.75
(2)娛樂服務(指數基期：民國110年=100),1990M06,M,原始值,50.04
(2)娛樂服務(指數基期：民國110年=100),1990M06,M,年增率(%),14.14
(2)娛樂服務(指數基期：民國110年=100),1990M07,M,原始值,50.31
(2)娛樂服務(指數基期：民國110年=100),1990M07,M,年增率(%),14.39
(2)娛樂服務(指數基期：民國110年=100),1990M08,M,原始值,51.43
(2)娛樂服務(指數基期：民國110年=100),1990M08,M,年增率(%),14.57
(2)娛樂服務(指數基期：民國110年=100),1990M09,M,原始值,52.69
(2)娛樂服務(指數基期：民國110年=100),1990M09,M,年增率(%),16.34
(2)娛樂服務(指數基期：民國110年=100),1990M10,M,原始值,53.25
(2)娛樂服務(指數基期：民國110年=100),1990M10,M,年增率(%),17.34
(2)娛樂服務(指數基期：民國110年=100),1990M11,M,原始值,53.79
(2)娛樂服務(指數基期：民國110年=100),1990M11,M,年增率(%),17.91
(2)娛樂服務(指數基期：民國110年=100),1990M12,M,原始值,53.85
(2)娛樂服務(指數基期：民國110年=100),1990M12,M,年增率(%),18.04
(2)娛樂服務(指數基期：民國110年=100),1991M01,M,原始值,54.8
(2)娛樂服務(指數基期：民國110年=100),1991M01,M,年增率(%),19.57
(2)娛樂服務(指數基期：民國110年=100),1991M02,M,原始值,54.96
(2)娛樂服務(指數基期：民國110年=100),1991M02,M,年增率(%),13.39
(2)娛樂服務(指數基期：民國110年=100),1991M03,M,原始值,55.05
(2)娛樂服務(指數基期：民國110年=100),1991M03,M,年增率(%),13.11
(2)娛樂服務(指數基期：民國110年=100),1991M04,M,原始值,55.06
(2)娛樂服務(指數基期：民國110年=100),1991M04,M,年增率(%),12.28
(2)娛樂服務(指數基期：民國110年=100),1991M05,M,原始值,55.2
(2)娛樂服務(指數基期：民國110年=100),1991M05,M,年增率(%),10.36
(2)娛樂服務(指數基期：民國110年=100),1991M06,M,原始值,55.29
(2)娛樂服務(指數基期：民國110年=100),1991M06,M,年增率(%),10.49
(2)娛樂服務(指數基期：民國110年=100),1991M07,M,原始值,55.72
(2)娛樂服務(指數基期：民國110年=100),1991M07,M,年增率(%),10.75
(2)娛樂服務(指數基期：民國110年=100),1991M08,M,原始值,55.88
(2)娛樂服務(指數基期：民國110年=100),1991M08,M,年增率(%),8.65
(2)娛樂服務(指數基期：民國110年=100),1991M09,M,原始值,55.89
(2)娛樂服務(指數基期：民國110年=100),1991M09,M,年增率(%),6.07
(2)娛樂服務(指數基期：民國110年=100),1991M10,M,原始值,56.02
(2)娛樂服務(指數基期：民國110年=100),1991M10,M,年增率(%),5.2
(2)娛樂服務(指數基期：民國110年=100),1991M11,M,原始值,56.05
(2)娛樂服務(指數基期：民國110年=100),1991M11,M,年增率(%),4.2
(2)娛樂服務(指數基期：民國110年=100),1991M12,M,原始值,55.89
(2)娛樂服務(指數基期：民國110年=100),1991M12,M,年增率(%),3.79
(2)娛樂服務(指數基期：民國110年=100),1992M01,M,原始值,56.09
(2)娛樂服務(指數基期：民國110年=100),1992M01,M,年增率(%),2.35
(2)娛樂服務(指數基期：民國110年=100),1992M02,M,原始值,56.56
(2)娛樂服務(指數基期：民國110年=100),1992M02,M,年增率(%),2.91
(2)娛樂服務(指數基期：民國110年=100),1992M03,M,原始值,56.92
(2)娛樂服務(指數基期：民國110年=100),1992M03,M,年增率(%),3.4
(2)娛樂服務(指數基期：民國110年=100),1992M04,M,原始值,56.88
(2)娛樂服務(指數基期：民國110年=100),1992M04,M,年增率(%),3.31
(2)娛樂服務(指數基期：民國110年=100),1992M05,M,原始值,57.2
(2)娛樂服務(指數基期：民國110年=100),1992M05,M,年增率(%),3.62
(2)娛樂服務(指數基期：民國110年=100),1992M06,M,原始值,57.25
(2)娛樂服務(指數基期：民國110年=100),1992M06,M,年增率(%),3.54
(2)娛樂服務(指數基期：民國110年=100),1992M07,M,原始值,57.48
(2)娛樂服務(指數基期：民國110年=100),1992M07,M,年增率(%),3.16
(2)娛樂服務(指數基期：民國110年=100),1992M08,M,原始值,57.94
(2)娛樂服務(指數基期：民國110年=100),1992M08,M,年增率(%),3.69
(2)娛樂服務(指數基期：民國110年=100),1992M09,M,原始值,57.93
(2)娛樂服務(指數基期：民國110年=100),1992M09,M,年增率(%),3.65
(2)娛樂服務(指數基期：民國110年=100),1992M10,M,原始值,57.99
(2)娛樂服務(指數基期：民國110年=100),1992M10,M,年增率(%),3.52
(2)娛樂服務(指數基期：民國110年=100),1992M11,M,原始值,58.04
(2)娛樂服務(指數基期：民國110年=100),1992M11,M,年增率(%),3.55
(2)娛樂服務(指數基期：民國110年=100),1992M12,M,原始值,58
(2)娛樂服務(指數基期：民國110年=100),1992M12,M,年增率(%),3.78
(2)娛樂服務(指數基期：民國110年=100),1993M01,M,原始值,58.65
(2)娛樂服務(指數基期：民國110年=100),1993M01,M,年增率(%),4.56
